schema_version,record_type,id,unit_id,rights_id,segment_id,source_anchor,source_label,target_label,source_text,target_text,source_raw_tex_sha256,target_raw_tex_sha256,provenance
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283C,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283C,283C,283C,283C,"\leader{283C}{Proposition} Let $f$ and $g$ be complex-valued functions
which are integrable over $\Bbb R$.

(a) $(f+g)\varsphat=\varhatf+\varhat{g}$.

(b) $(cf)\varsphat=c\varhatf$ for every $c\in\Bbb C$.

(c) If $c\in\Bbb R$ and $h(x)=f(x+c)$ whenever this is
defined, then $\varhat{h}(y)=e^{icy}\varhatf(y)$ for every $y\in\Bbb R$.

(d) If $c\in\Bbb R$ and $h(x)=e^{icx}f(x)$ for every
$x\in\dom f$, then $\varhat{h}(y)=\varhatf(y-c)$ for every
$y\in\Bbb R$.

(e) If $c>0$ and $h(x)=f(cx)$ whenever this is defined,
then $\varhat{h}(y)=\Bover1c\varhatf(\Bover{y}{c})$
for every $y\in\Bbb R$.

(f) $\varhatf:\Bbb R\to\Bbb C$ is continuous.

(g) $\lim_{y\to\infty}\varhatf(y)=\lim_{y\to-\infty}\varhatf(y)=0$.

(h) If $\int_{-\infty}^{\infty}|xf(x)|dx<\infty$, then $\varhatf$ is
differentiable, and its derivative is

\Centerline{$\varhatf\vthsp'(y)=-\Bover{i}{\sqrt{2\pi}}
\int_{-\infty}^{\infty}e^{-iyx}xf(x)dx$}

\noindent for every $y\in\Bbb R$.

(i) If $f$ is absolutely continuous on every bounded interval and $f'$
is integrable, then $(f')\varsphat(y)=iy\varhatf(y)$ for every $y\in\Bbb
R$.

","\leader{283C}{Proposisi} Misalkan $f$ dan $g$ adalah fungsi bernilai kompleks
yang dapat diintegralkan pada $\Bbb R$.

(a) $(f+g)\varsphat=\varhatf+\varhat{g}$.

(b) $(cf)\varsphat=c\varhatf$ untuk setiap $c\in\Bbb C$.

(c) Jika $c\in\Bbb R$ dan $h(x)=f(x+c)$ kapan pun ruas ini
terdefinisi, maka $\varhat{h}(y)=e^{icy}\varhatf(y)$ untuk setiap $y\in\Bbb R$.

(d) Jika $c\in\Bbb R$ dan $h(x)=e^{icx}f(x)$ untuk setiap
$x\in\dom f$, lalu $\varhat{h}(y)=\varhatf(y-c)$ untuk setiap
$y\in\Bbb R$.

(e) Jika $c>0$ dan $h(x)=f(cx)$ kapan pun ruas ini terdefinisi,
lalu $\varhat{h}(y)=\Bover1c\varhatf(\Bover{y}{c})$
untuk setiap $y\in\Bbb R$.

(f) $\varhatf:\Bbb R\to\Bbb C$ kontinu.

(g) $\lim_{y\to\infty}\varhatf(y)=\lim_{y\to-\infty}\varhatf(y)=0$.

(h) Jika $\int_{-\infty}^{\infty}|xf(x)|dx<\infty$, maka $\varhatf$ adalah
terdiferensiasi, dan turunannya adalah

\Centerline{$\varhatf\vthsp'(y)=-\Bover{i}{\sqrt{2\pi}}
\int_{-\infty}^{\infty}e^{-iyx}xf(x)dx$}

\noindent untuk setiap $y\in\Bbb R$.

(i) Jika $f$ kontinu mutlak pada setiap interval terbatas dan $f'$
dapat diintegralkan, maka $(f')\varsphat(y)=iy\varhatf(y)$ untuk setiap $y\in\Bbb
R$.

",fc44ee02d0a2bd99a2eaef6bcfc144d0cce97e24fcf650a0283205d82530c66b,157bb5f94c81238a8b929b25c28ad6aaaef304bf8259930a2e88e86e4b8e6fc2,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283D,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283D,283D,283D,283D,"\leader{283D}{Lemma} (a) $\lim_{a\to\infty}\int_{0}^a\bover{\sin
x}{x}dx=\bover{\pi}2$, $\lim_{a\to\infty}\int_{-a}^a\bover{\sin
x}{x}dx=\pi$.

(b) There is a $K<\infty$ such that $|\int_a^b\bover{\sin cx}{x}dx|\le
K$ whenever $a\le b$ and $c\in\Bbb R$.

","\leader{283D}{Lema} (a) $\lim_{a\to\infty}\int_{0}^a\bover{\sin
x}{x}dx=\bover{\pi}2$, $\lim_{a\to\infty}\int_{-a}^a\bover{\sin
x}{x}dx=\pi$.

(b) Terdapat $K<\infty$ sehingga $|\int_a^b\bover{\sin cx}{x}dx|\le
K$ kapan pun $a\le b$ dan $c\in\Bbb R$.

",c1d7e46f54fb47fa3cd2c068b03c45e2c4388cc71afedc5ce5b2887b1151fb37,b9669b8c71d93a4210012f7e01420a9d0127fc4ba8e6a2009317ece52395d927,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283E,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283E,283E,283E,283E,"\leader{283E}{}\cmmnt{ The hardest work of this section will lie in
the `pointwise inversion theorems' 283I and 283K below.   I begin
however with a relatively easy, and at least equally important, result,
showing (among other things) that an integrable function $f$ can
(essentially) be recovered from its Fourier transform.

\medskip

\noindent}{\bf Lemma} Whenever $c<d$ in $\Bbb R$,

$$\eqalign{\lim_{a\to\infty}\int_{-a}^{a}
     e^{-iyx}\,\Bover{e^{idy}-e^{icy}}{y}dy
&=2\pi i\text{ if }c<x<d,\cr
&=\pi i\text{ if }x=c\text{ or }x=d,\cr
&=0\text{ if }x<c\text{ or } x>d.\cr}$$

","\leader{283E}{}\cmmnt{ Pekerjaan tersulit dari bagian ini terletak pada
`teorema inversi titik' 283I dan 283K di bawah ini.   Namun saya memulai
dengan hasil yang relatif mudah, dan setidaknya sama pentingnya,
menunjukkan (antara lain) bahwa fungsi $f$ yang dapat diintegralkan dapat
(pada dasarnya) dipulihkan dari transformasi Fourier-nya.

\medskip

\noindent}{\bf Lema} Kapan pun $c<d$ di $\Bbb R$,

$$\eqalign{\lim_{a\to\infty}\int_{-a}^{a}
     e^{-iyx}\,\Bover{e^{idy}-e^{icy}}{y}dy
&=2\pi i\text{ jika }c<x<d,\cr
&=\pi i\text{ jika }x=c\text{ atau }x=d,\cr
&=0\text{ jika }x<c\text{ atau } x>d.\cr}$$

",9013e33b1d5f9ac7d414618b817021624095124f3e3733d5a5a5a60cae8cfad7,6ea2c91bb2b93e78ca1dccbaaa878e5b710525d286f118263e1965e058e97430,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283F,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283F,283F,283F,283F,"\leader{283F}{Theorem} Let $f$ be a complex-valued function which is
integrable over $\Bbb R$, and $\varhatf$ its Fourier transform.   Then
whenever $c\le d$ in $\Bbb R$,

$$\int_c^df=\Bover{i}{\sqrt{2\pi}}\lim_{a\to\infty}
\int_{-a}^{a}\Bover{e^{icy}-e^{idy}}{y}\varhatf(y)dy.$$

","\leader{283F}{Teorema} Misalkan $f$ adalah fungsi bernilai kompleks yang dapat
diintegralkan pada $\Bbb R$, dan $\varhatf$ transformasi Fourier-nya. Maka
kapan pun $c\le d$ dalam $\Bbb R$,

$$\int_c^df=\Bover{i}{\sqrt{2\pi}}\lim_{a\to\infty}
\int_{-a}^{a}\Bover{e^{icy}-e^{idy}}{y}\varhatf(y)dy.$$

",bd7b3eb646b38f69af51ef567eaff94048b5696e5fe83fa0dc178755b9ae9bde,1d01e4a2b60bac5c3a01e90ca72c4bc5c75c63a89210f6933d5360c27da4a092,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283G,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283G,283G,283G,283G,"\leader{283G}{Corollary} If $f$ and $g$ are
complex-valued functions which are integrable over $\Bbb R$, then
$\varhatf=\varhat{g}$ iff $f\eae g$.

","\leader{283G}{Akibat} Jika $f$ dan $g$ adalah fungsi bernilai kompleks yang
dapat diintegralkan pada $\Bbb R$, maka
$\varhatf=\varhat{g}$ jika $f\eae g$.

",1f7ec197347af3463b4499d6621bcf5ecc46e9dbed2c79b50fb598a37bf549f7,aefff442b0d8b9f032ddb8d5f5aa9717537007f9dbd7ab33a923b246b81c3bb1,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283H,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283H,283H,283H,283H,"\leader{283H}{Lemma} Let $f$ be a complex-valued function which is
integrable over $\Bbb R$, and $\varhatf$ its Fourier transform.   Then

\Centerline{$\Bover1{\sqrt{2\pi}}\int_{-a}^{a}e^{ixy}\varhatf(y)dy
=\Bover1{\pi}\int_{-\infty}^{\infty}\Bover{\sin a(x-t)}{x-t}f(t)dt
=\Bover1{\pi}\int_{-\infty}^{\infty}\Bover{\sin at}{t}f(x-t)dt$}

\noindent whenever $a>0$ and $x\in\Bbb R$.

","\leader{283H}{Lema} Misalkan $f$ adalah fungsi bernilai kompleks yang dapat
diintegralkan pada $\Bbb R$, dan $\varhatf$ transformasi Fourier-nya. Maka

\Centerline{$\Bover1{\sqrt{2\pi}}\int_{-a}^{a}e^{ixy}\varhatf(y)dy
=\Bover1{\pi}\int_{-\infty}^{\infty}\Bover{\sin a(x-t)}{x-t}f(t)dt
=\Bover1{\pi}\int_{-\infty}^{\infty}\Bover{\sin at}{t}f(x-t)dt$}

\noindent setiap kali $a>0$ dan $x\in\Bbb R$.

",51f25e5fb22e5ddf7a0d1c0010682b8a9cf498f31712b1a7b4b116b4d049ed19,b6cb787d42d4664eebf2d48490e8923b71608332f4553992cb3f8d615fe86b54,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283I,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283I,283I,283I,283I,"\leader{283I}{Theorem} Let $f$ be a complex-valued function which is
integrable over $\Bbb R$, and suppose that $f$ is differentiable at
$x\in\Bbb R$.   Then

\Centerline{$f(x)
=\Bover{1}{\sqrt{2\pi}}
\lim_{a\to\infty}\int_{-a}^ae^{ixy}\varhatf(y)dy
=\Bover{1}{\sqrt{2\pi}}
\lim_{a\to\infty}\int_{-a}^ae^{-ixy}\varcheckf(y)dy$.}

","\leader{283I}{Teorema} Misalkan $f$ adalah fungsi bernilai kompleks yang
dapat diintegralkan pada $\Bbb R$, dan anggaplah $f$ terdiferensiasi di
$x\in\Bbb R$. Maka

\Centerline{$f(x)
=\Bover{1}{\sqrt{2\pi}}
\lim_{a\to\infty}\int_{-a}^ae^{ixy}\varhatf(y)dy
=\Bover{1}{\sqrt{2\pi}}
\lim_{a\to\infty}\int_{-a}^ae^{-ixy}\varcheckf(y)dy$.}

",628cc9161d625fe5de4eb93b8cfe669053d50cb073033387e567783a015d0b9f,1e3364d754a3022d28edea8894104a075d0541af26df166c3f702aacf03654c5,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283J,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283J,283J,283J,283J,"\leader{283J}{Corollary} Let $f:\Bbb R\to\Bbb C$ be an integrable
function such that $f$ is differentiable and $\varhatf$ is integrable.
Then $f=(\varhatf)\varspcheck=(\varcheckf)\varsphat$.

","\leader{283J}{Akibat} Misalkan $f:\Bbb R\to\Bbb C$ adalah fungsi yang dapat
diintegralkan sedemikian sehingga $f$ terdiferensiasi dan $\varhatf$ dapat
diintegralkan. Maka $f=(\varhatf)\varspcheck=(\varcheckf)\varsphat$.

",aa56155c3d67abcf122c6f4429db0c49de2c972f55dacbc4127ef01dbb154f9f,676e1da50b79726a948fe096589402dc588f3967e95ab9846cb30cc5a6474635,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283K,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283K,283K,283K,283K,"\leader{283K}{}\cmmnt{ The next proposition gives a class of functions
to which the last corollary can be applied.

\medskip

\noindent}{\bf Proposition} Suppose that $f$ is a twice-differentiable
function from $\Bbb R$ to $\Bbb C$ such that $f$, $f'$ and $f''$ are all
integrable.   Then $\varhatf$ is integrable.

","\leader{283K}{}\cmmnt{ Proposisi berikutnya memberikan kelas fungsi
yang padanya akibat terakhir dapat diterapkan.

\medskip

\noindent}{\bf Proposisi} Misalkan $f$ adalah fungsi dari $\Bbb R$ ke $\Bbb C$
yang terdiferensiasi dua kali dan $f$, $f'$, serta $f''$ semuanya dapat
diintegralkan. Maka $\varhatf$
dapat diintegralkan.

",c51fee4109bfe20a4d132d16451378d76fafc1ef108a8786e0c5cddaf6c611bd,3af8832760020c246814804d73c81a59fbb22111bffb0720d124026a4983278d,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
1.1.0,result,O007-FREMLIN-V2-S283-RESULT-283L,O007-FREMLIN-V2-S283,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S283-SEG-283L,283L,283L,283L,"\leader{283L}{}\cmmnt{ I turn now to the result corresponding to 282O,
using a slightly different approach.

\medskip

\noindent}{\bf Theorem} Let $f$ be a complex-valued function which is
integrable over $\Bbb R$, with Fourier transform $\varhatf$ and inverse
Fourier transform $\varcheckf$, and suppose that $f$ is of bounded
variation on some neighbourhood of $x\in\Bbb R$.   Set
$a=\lim_{t\in\dom f,t\uparrow x}f(t)$,
$b=\lim_{t\in\dom f,t\downarrow x}f(t)$.   Then

\Centerline{$\Bover1{\sqrt{2\pi}}\lim_{\gamma\to\infty}
     \int_{-\gamma}^{\gamma}e^{ixy}\varhatf(y)dy
=\Bover1{\sqrt{2\pi}}\lim_{\gamma\to\infty}
     \int_{-\gamma}^{\gamma}e^{-ixy}\varcheckf(y)dy
=\Bover12(a+b)$.}

","\leader{283L}{}\cmmnt{ Sekarang saya beralih ke hasil yang bersesuaian dengan 282O,
menggunakan pendekatan yang sedikit berbeda.

\medskip

\noindent}{\bf Teorema} Misalkan $f$ adalah fungsi bernilai kompleks yang
dapat diintegralkan pada $\Bbb R$, dengan transformasi Fourier $\varhatf$ dan
transformasi Fourier invers $\varcheckf$, dan anggaplah $f$ memiliki variasi
terbatas pada suatu lingkungan dari $x\in\Bbb R$. Tetapkan
$a=\lim_{t\in\dom f,t\uparrow x}f(t)$,
$b=\lim_{t\in\dom f,t\downarrow x}f(t)$. Maka

\Centerline{$\Bover1{\sqrt{2\pi}}\lim_{\gamma\to\infty}
     \int_{-\gamma}^{\gamma}e^{ixy}\varhatf(y)dy
=\Bover1{\sqrt{2\pi}}\lim_{\gamma\to\infty}
     \int_{-\gamma}^{\gamma}e^{-ixy}\varcheckf(y)dy
=\Bover12(a+b)$.}

",ae563fa3c3811c6d42191c29a2818f892a577a6c37616340aa438f9e3bc9ee39,f88ea29d1ee3a37b9028d3b37ff0bf9303ad8de8d53fdf51b0e3cb813d023901,"{""basis"":""formal statement bounded by its complete proof macro"",""kind"":""source-derived-result-map""}"
